"Combinación","Participant","Result","u(xi)","z-score","z-score Eval","z'-score","z'-score Eval","zeta-score","zeta-score Eval","En-score","En-score Eval"
"Referencia (1)","part_1",96.8329534883721,0.041205909430128,0.139882594366269,"Satisfactory",0.130088170371506,"Satisfactory",0.190097014832011,"Satisfactory",0.0950485074160057,"Satisfactory"
"Referencia (1)","part_2",96.8409302325581,0.0373824417446082,0.26003216832547,"Satisfactory",0.24182500452217,"Satisfactory",0.377971092511827,"Satisfactory",0.188985546255914,"Satisfactory"
"Referencia (1)","part_3",96.8377286821706,0.0413361383336716,0.211808869933997,"Satisfactory",0.196978247958592,"Satisfactory",0.287197017208335,"Satisfactory",0.143598508604168,"Satisfactory"
"Referencia (1)","part_4",96.8469147286822,0.0442095027053633,0.350173539654161,"Satisfactory",0.325654777082891,"Satisfactory",0.452192954834065,"Satisfactory",0.226096477417032,"Satisfactory"
"Referencia (1)","part_5",96.8432441860465,0.0344610381759396,0.294886053482709,"Satisfactory",0.274238459326788,"Satisfactory",0.451971837632323,"Satisfactory",0.225985918816161,"Satisfactory"
"Referencia (1)","part_6",96.8382403100775,0.0380340897111511,0.2195152566019,"Satisfactory",0.204145041985715,"Satisfactory",0.315384263818381,"Satisfactory",0.157692131909191,"Satisfactory"
"Consenso MADe (2a)","part_1",96.8329534883721,0.041205909430128,-1.62156347720755,"Satisfactory",-1.44436476534245,"Satisfactory",-0.160736482408647,"Satisfactory",-0.0803682412043233,"Satisfactory"
"Consenso MADe (2a)","part_2",96.8409302325581,0.0373824417446082,0.328861792275132,"Satisfactory",0.29292494071681,"Satisfactory",0.0359224810966145,"Satisfactory",0.0179612405483073,"Satisfactory"
"Consenso MADe (2a)","part_3",96.8377286821706,0.0413361383336716,-0.453961955335238,"Satisfactory",-0.404354601166349,"Satisfactory",-0.044857292925772,"Satisfactory",-0.022428646462886,"Satisfactory"
"Consenso MADe (2a)","part_4",96.8469147286822,0.0442095027053633,1.79215460865252,"Satisfactory",1.59631430231853,"Satisfactory",0.165604753811005,"Satisfactory",0.0828023769055025,"Satisfactory"
"Consenso MADe (2a)","part_5",96.8432441860465,0.0344610381759396,0.894655711556198,"Satisfactory",0.796890905010652,"Satisfactory",0.105981225582757,"Satisfactory",0.0529906127913785,"Satisfactory"
"Consenso MADe (2a)","part_6",96.8382403100775,0.0380340897111511,-0.328861792278607,"Satisfactory",-0.292924940719905,"Satisfactory",-0.035308875560081,"Satisfactory",-0.0176544377800405,"Satisfactory"
"Consenso nIQR (2b)","part_1",96.8329534883721,0.041205909430128,-1.86025176622328,"Satisfactory",-1.65697004376662,"Satisfactory",-0.160785891611414,"Satisfactory",-0.0803929458057072,"Satisfactory"
"Consenso nIQR (2b)","part_2",96.8409302325581,0.0373824417446082,0.377269060707183,"Satisfactory",0.336042434353341,"Satisfactory",0.035935891672925,"Satisfactory",0.0179679458364625,"Satisfactory"
"Consenso nIQR (2b)","part_3",96.8377286821706,0.0413361383336716,-0.520783516082151,"Satisfactory",-0.463874138492286,"Satisfactory",-0.0448709951599409,"Satisfactory",-0.0224354975799704,"Satisfactory"
"Consenso nIQR (2b)","part_4",96.8469147286822,0.0442095027053633,2.05595329627933,"Questionable",1.83128600395545,"Satisfactory",0.165648989581645,"Satisfactory",0.0828244947908227,"Satisfactory"
"Consenso nIQR (2b)","part_5",96.8432441860465,0.0344610381759396,1.02634580204666,"Satisfactory",0.914190368967953,"Satisfactory",0.106027762013691,"Satisfactory",0.0530138810068455,"Satisfactory"
"Consenso nIQR (2b)","part_6",96.8382403100775,0.0380340897111511,-0.377269060711169,"Satisfactory",-0.336042434356892,"Satisfactory",-0.035321610353102,"Satisfactory",-0.017660805176551,"Satisfactory"
"Algoritmo A (3)","part_1",96.8329534883721,0.041205909430128,-1.65500121015261,"Satisfactory",-1.47414854129547,"Satisfactory",-0.166236547848161,"Satisfactory",-0.0831182739240804,"Satisfactory"
"Algoritmo A (3)","part_2",96.8409302325581,0.0373824417446082,0.269714906259522,"Satisfactory",0.240241416857609,"Satisfactory",0.0298539871833925,"Satisfactory",0.0149269935916963,"Satisfactory"
"Algoritmo A (3)","part_3",96.8377286821706,0.0413361383336716,-0.502790201683141,"Satisfactory",-0.447847069743541,"Satisfactory",-0.0503440549117144,"Satisfactory",-0.0251720274558572,"Satisfactory"
"Algoritmo A (3)","part_4",96.8469147286822,0.0442095027053633,1.71371961168392,"Satisfactory",1.52645040393678,"Satisfactory",0.16046737185341,"Satisfactory",0.0802336859267051,"Satisfactory"
"Algoritmo A (3)","part_5",96.8432441860465,0.0344610381759396,0.82805092253616,"Satisfactory",0.737564451365262,"Satisfactory",0.0993965559021112,"Satisfactory",0.0496982779510556,"Satisfactory"
"Algoritmo A (3)","part_6",96.8382403100775,0.0380340897111511,-0.379339022205372,"Satisfactory",-0.33788619779253,"Satisfactory",-0.041270819278357,"Satisfactory",-0.0206354096391785,"Satisfactory"
